state_fips,state,state_abbr,county,hardiness_zone
18,Indiana,IN,Noble,6a
21,Kentucky,KY,Livingston,7a
13,Georgia,GA,Miller,9a
47,Tennessee,TN,Lincoln,7b
21,Kentucky,KY,Shelby,6b
31,Nebraska,NE,York,5b
42,Pennsylvania,PA,Adams,7a
45,South Carolina,SC,Allendale,8b
47,Tennessee,TN,Davidson,7b
49,Utah,UT,Uintah,6a
49,Utah,UT,Utah,7a
18,Indiana,IN,Clay,6a
36,New York,NY,Kings,7b
29,Missouri,MO,Morgan,6b
39,Ohio,OH,Holmes,6a
19,Iowa,IA,Osceola,5a
18,Indiana,IN,Jennings,6b
16,Idaho,ID,Twin Falls,7a
17,Illinois,IL,Saline,7a
26,Michigan,MI,Kalamazoo,6a
45,South Carolina,SC,Lee,8b
56,Wyoming,WY,Johnson,5a
18,Indiana,IN,Daviess,6b
26,Michigan,MI,Grand Traverse,6a
22,Louisiana,LA,Allen,9a
46,South Dakota,SD,Hughes,4b
46,South Dakota,SD,Hyde,4b
45,South Carolina,SC,Clarendon,8b
30,Montana,MT,Stillwater,4b
47,Tennessee,TN,Bledsoe,7a
21,Kentucky,KY,Todd,7a
47,Tennessee,TN,Weakley,7b
29,Missouri,MO,Greene,6b
42,Pennsylvania,PA,Lehigh,7a
31,Nebraska,NE,Seward,6a
36,New York,NY,Chemung,5b
36,New York,NY,Wyoming,6a
06,California,CA,Stanislaus,9b
42,Pennsylvania,PA,Northampton,7a
01,Alabama,AL,Morgan,8a
21,Kentucky,KY,Breckinridge,7a
28,Mississippi,MS,Grenada,8a
21,Kentucky,KY,Simpson,7a
50,Vermont,VT,Grand Isle,5b
39,Ohio,OH,Columbiana,6a
51,Virginia,VA,Nelson,7b
12,Florida,FL,Osceola,9b
05,Arkansas,AR,Grant,8a
13,Georgia,GA,Laurens,8b
36,New York,NY,New York,7b
05,Arkansas,AR,Benton,7a
72,,,Isabela,
12,Florida,FL,Marion,9a
51,Virginia,VA,Nottoway,7b
34,New Jersey,NJ,Warren,6b
36,New York,NY,Columbia,6a
51,Virginia,VA,Martinsville,7b
40,Oklahoma,OK,Choctaw,8a
20,Kansas,KS,Dickinson,6b
48,Texas,TX,Starr,9b
13,Georgia,GA,Effingham,9a
40,Oklahoma,OK,Roger Mills,7a
55,Wisconsin,WI,Richland,4b
35,New Mexico,NM,Lea,7b
01,Alabama,AL,Lamar,8a
72,,,Florida,
47,Tennessee,TN,Marshall,7b
51,Virginia,VA,Appomattox,7b
05,Arkansas,AR,Madison,7a
56,Wyoming,WY,Sheridan,4b
42,Pennsylvania,PA,Cumberland,7a
42,Pennsylvania,PA,Franklin,7a
42,Pennsylvania,PA,Luzerne,6a
26,Michigan,MI,Crawford,5a
01,Alabama,AL,Russell,8b
39,Ohio,OH,Carroll,6b
51,Virginia,VA,Fluvanna,7a
17,Illinois,IL,Lake,5b
13,Georgia,GA,Madison,8a
05,Arkansas,AR,Dallas,8a
08,Colorado,CO,Jackson,4b
08,Colorado,CO,Kit Carson,6a
16,Idaho,ID,Owyhee,7a
55,Wisconsin,WI,Wood,4b
36,New York,NY,Chautauqua,6a
13,Georgia,GA,Cobb,8a
47,Tennessee,TN,Johnson,7a
39,Ohio,OH,Belmont,6b
51,Virginia,VA,Wise,7a
29,Missouri,MO,Carter,7a
40,Oklahoma,OK,Bryan,8a
31,Nebraska,NE,Clay,6a
24,Maryland,MD,Charles,7b
19,Iowa,IA,Cerro Gordo,5a
19,Iowa,IA,Greene,5a
21,Kentucky,KY,Rowan,6b
49,Utah,UT,Wayne,7a
29,Missouri,MO,Cape Girardeau,7a
53,Washington,WA,Walla Walla,7b
29,Missouri,MO,Mississippi,7b
05,Arkansas,AR,Cleveland,8b
48,Texas,TX,Dallas,8b
72,,,Lajas,
18,Indiana,IN,DeKalb,6a
22,Louisiana,LA,Ouachita,8b
22,Louisiana,LA,St. John the Baptist,9b
22,Louisiana,LA,St. Helena,8b
29,Missouri,MO,Schuyler,5b
01,Alabama,AL,Franklin,7b
21,Kentucky,KY,Carroll,6b
08,Colorado,CO,Clear Creek,5b
48,Texas,TX,Kimble,8a
26,Michigan,MI,Mackinac,5a
48,Texas,TX,McCulloch,8b
28,Mississippi,MS,Tishomingo,7b
48,Texas,TX,Crockett,8a
48,Texas,TX,Hill,8b
08,Colorado,CO,Logan,5b
20,Kansas,KS,Finney,6b
20,Kansas,KS,Montgomery,7a
45,South Carolina,SC,Fairfield,8a
31,Nebraska,NE,Cheyenne,5b
27,Minnesota,MN,Martin,5a
47,Tennessee,TN,Sevier,7b
47,Tennessee,TN,Polk,7b
48,Texas,TX,Kent,8a
30,Montana,MT,Teton,4b
31,Nebraska,NE,Garden,5a
17,Illinois,IL,Macoupin,6b
39,Ohio,OH,Ross,6b
17,Illinois,IL,Whiteside,5b
48,Texas,TX,El Paso,8b
48,Texas,TX,Loving,8a
40,Oklahoma,OK,Latimer,7b
39,Ohio,OH,Washington,6b
29,Missouri,MO,Howell,7a
20,Kansas,KS,Edwards,6b
21,Kentucky,KY,Jefferson,7a
17,Illinois,IL,Logan,6a
55,Wisconsin,WI,Winnebago,5b
21,Kentucky,KY,Fulton,7b
20,Kansas,KS,Harvey,6b
30,Montana,MT,Dawson,4a
54,West Virginia,WV,Taylor,6b
26,Michigan,MI,Midland,6a
28,Mississippi,MS,Quitman,8a
21,Kentucky,KY,Hardin,7a
17,Illinois,IL,Jefferson,6b
46,South Dakota,SD,Hamlin,4b
55,Wisconsin,WI,Lincoln,4a
36,New York,NY,Franklin,4a
51,Virginia,VA,Fredericksburg,7a
54,West Virginia,WV,Raleigh,6b
35,New Mexico,NM,Chaves,7b
35,New Mexico,NM,Santa Fe,6a
06,California,CA,Orange,10b
04,Arizona,AZ,Santa Cruz,8b
37,North Carolina,NC,Currituck,8b
17,Illinois,IL,Lawrence,6b
18,Indiana,IN,Howard,6a
18,Indiana,IN,Pike,6b
21,Kentucky,KY,Christian,7a
26,Michigan,MI,Eaton,6a
19,Iowa,IA,Wapello,5b
06,California,CA,Imperial,10a
26,Michigan,MI,Cass,6a
28,Mississippi,MS,Wilkinson,9a
02,Alaska,AK,Yakutat,
20,Kansas,KS,Sheridan,6a
28,Mississippi,MS,Leake,8b
72,,,Caguas,
72,,,Camuy,
28,Mississippi,MS,Clay,8a
28,Mississippi,MS,Franklin,8b
28,Mississippi,MS,Neshoba,8b
46,South Dakota,SD,Edmunds,4b
72,,,Río Grande,
01,Alabama,AL,Conecuh,8b
18,Indiana,IN,Dearborn,6b
18,Indiana,IN,Jackson,6b
28,Mississippi,MS,Lee,8a
22,Louisiana,LA,West Feliciana,9a
05,Arkansas,AR,Crittenden,8a
12,Florida,FL,Jackson,9a
48,Texas,TX,Dickens,8a
51,Virginia,VA,Mathews,8a
38,North Dakota,ND,Renville,4a
48,Texas,TX,La Salle,9a
36,New York,NY,Onondaga,6a
19,Iowa,IA,Henry,5b
31,Nebraska,NE,Harlan,6a
30,Montana,MT,Powder River,4b
72,,,Juana Díaz,
55,Wisconsin,WI,Pepin,4b
04,Arizona,AZ,Apache,7a
29,Missouri,MO,Macon,6a
48,Texas,TX,Lamb,7a
20,Kansas,KS,Kiowa,6b
48,Texas,TX,Austin,9a
29,Missouri,MO,Daviess,6a
13,Georgia,GA,Seminole,9a
26,Michigan,MI,Manistee,5b
19,Iowa,IA,Lyon,5a
48,Texas,TX,Hutchinson,7a
40,Oklahoma,OK,Texas,6b
40,Oklahoma,OK,Woodward,7a
19,Iowa,IA,Adams,5b
06,California,CA,Sutter,9b
42,Pennsylvania,PA,Potter,5b
48,Texas,TX,Val Verde,8b
20,Kansas,KS,Harper,7a
19,Iowa,IA,Monona,5a
49,Utah,UT,Juab,6a
40,Oklahoma,OK,Stephens,8a
36,New York,NY,Chenango,5b
17,Illinois,IL,Peoria,5b
19,Iowa,IA,Humboldt,5a
31,Nebraska,NE,Washington,6a
55,Wisconsin,WI,Iowa,5a
27,Minnesota,MN,Morrison,4a
42,Pennsylvania,PA,Allegheny,6b
29,Missouri,MO,Shelby,6a
39,Ohio,OH,Madison,6b
20,Kansas,KS,Washington,6a
17,Illinois,IL,Champaign,6a
16,Idaho,ID,Washington,7a
17,Illinois,IL,Edgar,6a
08,Colorado,CO,Washington,5b
39,Ohio,OH,Hardin,6a
26,Michigan,MI,Missaukee,5a
38,North Dakota,ND,Stutsman,4b
29,Missouri,MO,Shannon,7a
48,Texas,TX,Smith,8b
40,Oklahoma,OK,Tulsa,7b
40,Oklahoma,OK,McIntosh,7b
48,Texas,TX,Robertson,9a
48,Texas,TX,Gillespie,8b
26,Michigan,MI,Oakland,6a
38,North Dakota,ND,Golden Valley,4a
56,Wyoming,WY,Niobrara,5a
27,Minnesota,MN,Pipestone,4b
51,Virginia,VA,King George,7b
53,Washington,WA,Grant,7a
27,Minnesota,MN,Renville,4b
12,Florida,FL,Alachua,9a
31,Nebraska,NE,Hooker,5b
51,Virginia,VA,Prince Edward,7b
49,Utah,UT,Carbon,6a
42,Pennsylvania,PA,Bucks,7a
46,South Dakota,SD,Hand,4b
42,Pennsylvania,PA,Lycoming,6a
16,Idaho,ID,Latah,6b
13,Georgia,GA,Putnam,8b
51,Virginia,VA,Galax,7a
35,New Mexico,NM,Quay,7a
48,Texas,TX,King,8a
05,Arkansas,AR,Lafayette,8b
48,Texas,TX,Tom Green,8a
12,Florida,FL,Hardee,9b
39,Ohio,OH,Clermont,6b
48,Texas,TX,Yoakum,7b
41,Oregon,OR,Yamhill,8b
19,Iowa,IA,Louisa,5b
20,Kansas,KS,Elk,7a
39,Ohio,OH,Noble,6b
39,Ohio,OH,Putnam,6a
48,Texas,TX,Somervell,8b
42,Pennsylvania,PA,Lebanon,7a
30,Montana,MT,Glacier,4a
32,Nevada,NV,Pershing,7a
27,Minnesota,MN,Mahnomen,4a
34,New Jersey,NJ,Passaic,6b
30,Montana,MT,Lake,6a
48,Texas,TX,Kenedy,9b
48,Texas,TX,Borden,8a
29,Missouri,MO,Perry,7a
48,Texas,TX,San Saba,8b
40,Oklahoma,OK,Kingfisher,7a
48,Texas,TX,Burleson,9a
36,New York,NY,Fulton,5a
28,Mississippi,MS,Sunflower,8b
27,Minnesota,MN,Hennepin,4b
42,Pennsylvania,PA,Centre,6b
48,Texas,TX,Bee,9b
47,Tennessee,TN,Henderson,7b
19,Iowa,IA,Tama,5a
20,Kansas,KS,Seward,6b
19,Iowa,IA,Monroe,5b
31,Nebraska,NE,Richardson,6a
17,Illinois,IL,Christian,6a
12,Florida,FL,Nassau,9a
12,Florida,FL,Washington,9a
13,Georgia,GA,Baker,9a
13,Georgia,GA,Thomas,9a
21,Kentucky,KY,Anderson,6b
21,Kentucky,KY,Oldham,6b
13,Georgia,GA,Cherokee,8a
38,North Dakota,ND,Oliver,4a
26,Michigan,MI,Osceola,5a
47,Tennessee,TN,McNairy,7b
53,Washington,WA,Adams,6b
29,Missouri,MO,Dade,7a
22,Louisiana,LA,St. Mary,9b
50,Vermont,VT,Chittenden,5a
72,,,Comerío,
15,Hawaii,HI,Maui,
22,Louisiana,LA,Lafourche,9b
19,Iowa,IA,Muscatine,5b
12,Florida,FL,Santa Rosa,8b
18,Indiana,IN,Martin,6b
21,Kentucky,KY,Rockcastle,7a
21,Kentucky,KY,Trimble,6b
13,Georgia,GA,Chattooga,7b
45,South Carolina,SC,Dillon,8b
37,North Carolina,NC,Jones,8a
29,Missouri,MO,Scotland,6a
20,Kansas,KS,Nemaha,6a
20,Kansas,KS,Norton,6a
72,,,Aguas Buenas,
72,,,Cataño,
31,Nebraska,NE,Furnas,6a
13,Georgia,GA,Decatur,9a
18,Indiana,IN,Wayne,6a
21,Kentucky,KY,Barren,7a
31,Nebraska,NE,Howard,5b
38,North Dakota,ND,Dunn,4a
06,California,CA,Amador,9b
47,Tennessee,TN,Fentress,7a
20,Kansas,KS,Coffey,6b
26,Michigan,MI,Branch,6a
51,Virginia,VA,Campbell,7b
39,Ohio,OH,Meigs,6b
54,West Virginia,WV,Nicholas,6b
40,Oklahoma,OK,Grant,7a
46,South Dakota,SD,Spink,4b
50,Vermont,VT,Windsor,5a
48,Texas,TX,Trinity,9a
35,New Mexico,NM,Bernalillo,7b
13,Georgia,GA,Mitchell,9a
15,Hawaii,HI,Hawaii,
21,Kentucky,KY,McCreary,7a
21,Kentucky,KY,Pendleton,6b
21,Kentucky,KY,Spencer,7a
30,Montana,MT,Hill,4a
31,Nebraska,NE,Valley,5b
48,Texas,TX,Castro,7a
24,Maryland,MD,Washington,7a
21,Kentucky,KY,Letcher,7a
34,New Jersey,NJ,Salem,7b
51,Virginia,VA,Lynchburg,7b
05,Arkansas,AR,Saline,8a
54,West Virginia,WV,Mason,6b
54,West Virginia,WV,Gilmer,6b
28,Mississippi,MS,Jefferson,8b
38,North Dakota,ND,Rolette,3b
30,Montana,MT,Treasure,4b
21,Kentucky,KY,Clark,7a
72,,,Morovis,
26,Michigan,MI,Allegan,6a
47,Tennessee,TN,Benton,7b
27,Minnesota,MN,Brown,5a
47,Tennessee,TN,Pickett,7a
51,Virginia,VA,Louisa,7a
18,Indiana,IN,Shelby,6b
39,Ohio,OH,Franklin,6b
49,Utah,UT,Iron,5b
32,Nevada,NV,Esmeralda,7a
26,Michigan,MI,Keweenaw,5b
49,Utah,UT,Sanpete,6a
20,Kansas,KS,Kearny,6a
12,Florida,FL,Brevard,10a
18,Indiana,IN,Monroe,6b
19,Iowa,IA,Lucas,5b
21,Kentucky,KY,Woodford,6b
45,South Carolina,SC,Jasper,9a
48,Texas,TX,Brewster,8b
45,South Carolina,SC,McCormick,8b
45,South Carolina,SC,Union,8a
27,Minnesota,MN,Nicollet,4b
55,Wisconsin,WI,Marinette,4b
53,Washington,WA,Clark,8b
55,Wisconsin,WI,Price,4a
18,Indiana,IN,Miami,6a
20,Kansas,KS,Ellsworth,6b
22,Louisiana,LA,West Carroll,8b
12,Florida,FL,Liberty,9a
20,Kansas,KS,Hodgeman,6b
20,Kansas,KS,Meade,6b
21,Kentucky,KY,McLean,7a
28,Mississippi,MS,Adams,8b
72,,,Las Marías,
28,Mississippi,MS,Itawamba,8a
21,Kentucky,KY,Franklin,6b
23,Maine,ME,Hancock,5a
23,Maine,ME,Knox,5b
13,Georgia,GA,Newton,8b
46,South Dakota,SD,Faulk,4b
26,Michigan,MI,Houghton,5a
30,Montana,MT,Mineral,6a
47,Tennessee,TN,Franklin,7b
22,Louisiana,LA,Concordia,9a
22,Louisiana,LA,Livingston,9a
25,Massachusetts,MA,Essex,6b
46,South Dakota,SD,Butte,4b
08,Colorado,CO,Douglas,5b
45,South Carolina,SC,Richland,8b
18,Indiana,IN,Madison,6a
40,Oklahoma,OK,Murray,7b
54,West Virginia,WV,Brooke,6b
54,West Virginia,WV,Calhoun,6b
51,Virginia,VA,Bland,6b
30,Montana,MT,Yellowstone,4b
54,West Virginia,WV,Lincoln,7a
06,California,CA,Lake,8b
13,Georgia,GA,Grady,9a
08,Colorado,CO,Conejos,5b
49,Utah,UT,San Juan,7a
18,Indiana,IN,Putnam,6a
16,Idaho,ID,Gooding,7a
47,Tennessee,TN,Tipton,8a
22,Louisiana,LA,West Baton Rouge,9a
29,Missouri,MO,Putnam,5b
56,Wyoming,WY,Teton,5a
55,Wisconsin,WI,Grant,5a
38,North Dakota,ND,Morton,4a
37,North Carolina,NC,Chowan,8a
37,North Carolina,NC,Buncombe,7b
06,California,CA,Plumas,7b
51,Virginia,VA,Petersburg,7b
50,Vermont,VT,Washington,5a
46,South Dakota,SD,Meade,4b
18,Indiana,IN,Marion,6a
05,Arkansas,AR,Chicot,8b
13,Georgia,GA,Bibb,8b
72,,,Guayanilla,
72,,,San Sebastián,
05,Arkansas,AR,Pope,8a
51,Virginia,VA,Southampton,7b
48,Texas,TX,Gregg,8b
36,New York,NY,Rockland,7a
05,Arkansas,AR,Marion,7b
51,Virginia,VA,Suffolk,8a
08,Colorado,CO,El Paso,6a
29,Missouri,MO,St. Francois,6b
48,Texas,TX,Ward,8a
08,Colorado,CO,Kiowa,6a
48,Texas,TX,Wilbarger,8a
41,Oregon,OR,Curry,9a
08,Colorado,CO,Teller,5b
29,Missouri,MO,Clinton,6a
49,Utah,UT,Wasatch,5b
16,Idaho,ID,Caribou,5a
37,North Carolina,NC,Rockingham,7b
05,Arkansas,AR,Prairie,8a
05,Arkansas,AR,Bradley,8b
48,Texas,TX,Hamilton,8b
24,Maryland,MD,Caroline,7b
27,Minnesota,MN,Douglas,4b
30,Montana,MT,Jefferson,4b
51,Virginia,VA,Fairfax,7b
30,Montana,MT,Deer Lodge,4b
47,Tennessee,TN,Anderson,7b
39,Ohio,OH,Huron,6a
13,Georgia,GA,Bacon,9a
10,Delaware,DE,Kent,7b
39,Ohio,OH,Wood,6b
13,Georgia,GA,Jackson,8a
20,Kansas,KS,Anderson,6b
17,Illinois,IL,Knox,5b
30,Montana,MT,Wheatland,4b
47,Tennessee,TN,Cannon,7b
23,Maine,ME,Franklin,5a
21,Kentucky,KY,Menifee,7a
46,South Dakota,SD,McPherson,4b
08,Colorado,CO,Gunnison,5b
26,Michigan,MI,Charlevoix,5b
27,Minnesota,MN,Swift,4b
39,Ohio,OH,Seneca,6b
13,Georgia,GA,Tattnall,9a
48,Texas,TX,Stephens,8a
37,North Carolina,NC,Martin,8a
30,Montana,MT,Ravalli,5b
13,Georgia,GA,Wilkes,8b
53,Washington,WA,Lincoln,6b
06,California,CA,San Mateo,10a
39,Ohio,OH,Williams,6a
08,Colorado,CO,Baca,6b
16,Idaho,ID,Boundary,6b
16,Idaho,ID,Bear Lake,5a
39,Ohio,OH,Union,6a
39,Ohio,OH,Cuyahoga,6a
48,Texas,TX,Lavaca,9a
40,Oklahoma,OK,Nowata,7a
13,Georgia,GA,Glascock,8b
41,Oregon,OR,Umatilla,7a
46,South Dakota,SD,Oglala Lakota,5a
20,Kansas,KS,Marshall,6a
22,Louisiana,LA,Madison,8b
30,Montana,MT,Valley,4a
13,Georgia,GA,Whitfield,8a
20,Kansas,KS,Wichita,6a
46,South Dakota,SD,Charles Mix,5a
31,Nebraska,NE,Cedar,5a
53,Washington,WA,Kitsap,8b
17,Illinois,IL,McHenry,5b
30,Montana,MT,Petroleum,4b
29,Missouri,MO,Carroll,6a
53,Washington,WA,Whitman,6b
27,Minnesota,MN,Steele,4b
31,Nebraska,NE,Thayer,6a
47,Tennessee,TN,Crockett,7b
19,Iowa,IA,Hamilton,5a
39,Ohio,OH,Warren,6b
13,Georgia,GA,Spalding,8a
34,New Jersey,NJ,Hunterdon,7a
29,Missouri,MO,Vernon,6b
18,Indiana,IN,Parke,6a
19,Iowa,IA,Franklin,5a
13,Georgia,GA,Butts,8a
08,Colorado,CO,Elbert,5b
44,Rhode Island,RI,Bristol,7a
48,Texas,TX,Bosque,8b
44,Rhode Island,RI,Newport,7a
39,Ohio,OH,Fairfield,6b
38,North Dakota,ND,Pierce,3b
17,Illinois,IL,Carroll,5a
27,Minnesota,MN,Red Lake,3b
41,Oregon,OR,Jefferson,7a
47,Tennessee,TN,Cheatham,7b
46,South Dakota,SD,Union,5a
01,Alabama,AL,Elmore,8b
13,Georgia,GA,Lumpkin,8a
39,Ohio,OH,Knox,6a
19,Iowa,IA,Bremer,5a
48,Texas,TX,Goliad,9a
37,North Carolina,NC,Henderson,7b
12,Florida,FL,Indian River,10a
48,Texas,TX,Roberts,7a
31,Nebraska,NE,Deuel,5b
36,New York,NY,Livingston,6a
19,Iowa,IA,O'Brien,5a
48,Texas,TX,Callahan,8a
48,Texas,TX,Rains,8b
20,Kansas,KS,Grant,6b
51,Virginia,VA,Lee,7a
35,New Mexico,NM,Sierra,8a
05,Arkansas,AR,Drew,8b
31,Nebraska,NE,Morrill,5b
29,Missouri,MO,Benton,6b
05,Arkansas,AR,Pike,8a
08,Colorado,CO,Mesa,6b
29,Missouri,MO,Dent,6b
51,Virginia,VA,Tazewell,7a
42,Pennsylvania,PA,Pike,6a
42,Pennsylvania,PA,Susquehanna,5b
48,Texas,TX,Morris,8b
42,Pennsylvania,PA,Washington,6b
50,Vermont,VT,Addison,5a
20,Kansas,KS,Leavenworth,6b
26,Michigan,MI,Muskegon,6a
02,Alaska,AK,Copper River,
02,Alaska,AK,Chugach,
28,Mississippi,MS,Hinds,8b
48,Texas,TX,Lampasas,8b
51,Virginia,VA,Loudoun,7a
29,Missouri,MO,St. Clair,6b
36,New York,NY,Delaware,5a
30,Montana,MT,Phillips,3b
29,Missouri,MO,Mercer,5b
53,Washington,WA,Mason,8b
37,North Carolina,NC,Nash,8a
51,Virginia,VA,York,8a
29,Missouri,MO,Pettis,6b
30,Montana,MT,Missoula,5b
20,Kansas,KS,Chautauqua,7a
48,Texas,TX,Upshur,8b
51,Virginia,VA,Culpeper,7a
40,Oklahoma,OK,Haskell,7b
54,West Virginia,WV,Ohio,6b
54,West Virginia,WV,Morgan,7a
51,Virginia,VA,Rockingham,7a
18,Indiana,IN,Whitley,6a
06,California,CA,Siskiyou,6b
46,South Dakota,SD,Day,4b
22,Louisiana,LA,Orleans,9b
01,Alabama,AL,Jefferson,8a
01,Alabama,AL,Walker,8a
29,Missouri,MO,DeKalb,6a
12,Florida,FL,Gadsden,9a
13,Georgia,GA,Dade,8a
28,Mississippi,MS,DeSoto,8a
51,Virginia,VA,Warren,7a
17,Illinois,IL,Edwards,6b
47,Tennessee,TN,Madison,7b
69,,,Saipan,
01,Alabama,AL,Randolph,8a
37,North Carolina,NC,Ashe,7a
08,Colorado,CO,Dolores,6b
39,Ohio,OH,Licking,6a
51,Virginia,VA,Manassas,7a
05,Arkansas,AR,Union,8b
17,Illinois,IL,Henderson,5b
01,Alabama,AL,Montgomery,8b
08,Colorado,CO,Arapahoe,6a
21,Kentucky,KY,Marion,7a
53,Washington,WA,Skagit,8b
28,Mississippi,MS,Jones,8b
55,Wisconsin,WI,Columbia,5a
37,North Carolina,NC,Brunswick,8b
27,Minnesota,MN,Clearwater,3b
51,Virginia,VA,Northampton,8b
20,Kansas,KS,Rooks,6a
18,Indiana,IN,Fayette,6a
31,Nebraska,NE,Hall,5b
31,Nebraska,NE,Hamilton,5b
31,Nebraska,NE,Loup,5a
30,Montana,MT,Sheridan,3b
31,Nebraska,NE,Frontier,5b
72,,,Luquillo,
01,Alabama,AL,Bibb,8a
28,Mississippi,MS,Lauderdale,8b
27,Minnesota,MN,Big Stone,4b
27,Minnesota,MN,Blue Earth,5a
51,Virginia,VA,Highland,6a
51,Virginia,VA,Spotsylvania,7a
33,New Hampshire,NH,Strafford,6a
13,Georgia,GA,Houston,8b
26,Michigan,MI,Delta,5a
05,Arkansas,AR,Sebastian,7b
06,California,CA,Santa Cruz,9b
13,Georgia,GA,McIntosh,9a
13,Georgia,GA,Monroe,8b
29,Missouri,MO,Dunklin,8a
48,Texas,TX,Wheeler,7a
13,Georgia,GA,Forsyth,8a
48,Texas,TX,San Patricio,9b
28,Mississippi,MS,Walthall,8b
29,Missouri,MO,Monroe,6a
26,Michigan,MI,Isabella,6a
48,Texas,TX,Moore,7a
45,South Carolina,SC,Calhoun,8b
56,Wyoming,WY,Sublette,4a
21,Kentucky,KY,Fleming,6b
55,Wisconsin,WI,Clark,4b
45,South Carolina,SC,York,8a
18,Indiana,IN,Adams,6a
22,Louisiana,LA,Ascension,9a
42,Pennsylvania,PA,Union,6b
51,Virginia,VA,Chesterfield,7b
22,Louisiana,LA,Acadia,9a
42,Pennsylvania,PA,Crawford,6a
46,South Dakota,SD,Tripp,5a
19,Iowa,IA,Guthrie,5a
19,Iowa,IA,Washington,5b
46,South Dakota,SD,Sanborn,4b
40,Oklahoma,OK,Grady,7b
54,West Virginia,WV,Kanawha,7a
55,Wisconsin,WI,St. Croix,4b
42,Pennsylvania,PA,Venango,6a
39,Ohio,OH,Summit,6b
13,Georgia,GA,Glynn,9a
48,Texas,TX,Webb,9b
37,North Carolina,NC,Montgomery,8a
23,Maine,ME,Aroostook,4a
28,Mississippi,MS,Jefferson Davis,8b
18,Indiana,IN,Washington,6b
48,Texas,TX,Blanco,8b
51,Virginia,VA,Brunswick,7b
47,Tennessee,TN,Dyer,7b
47,Tennessee,TN,Gibson,7b
51,Virginia,VA,Prince George,7b
05,Arkansas,AR,Lawrence,8a
38,North Dakota,ND,Eddy,4a
53,Washington,WA,Pierce,8b
16,Idaho,ID,Lincoln,6a
42,Pennsylvania,PA,Lancaster,7a
55,Wisconsin,WI,Juneau,4b
47,Tennessee,TN,Scott,7a
46,South Dakota,SD,Corson,4b
46,South Dakota,SD,Gregory,5a
37,North Carolina,NC,Vance,7b
21,Kentucky,KY,Caldwell,7a
45,South Carolina,SC,Barnwell,8b
47,Tennessee,TN,Decatur,7b
18,Indiana,IN,Blackford,6a
01,Alabama,AL,Etowah,8a
16,Idaho,ID,Camas,6a
20,Kansas,KS,Reno,6b
47,Tennessee,TN,Maury,7b
56,Wyoming,WY,Goshen,5a
55,Wisconsin,WI,Rusk,4b
55,Wisconsin,WI,Waukesha,5b
21,Kentucky,KY,Garrard,7a
25,Massachusetts,MA,Norfolk,6b
18,Indiana,IN,Hendricks,6a
17,Illinois,IL,Jackson,7a
45,South Carolina,SC,Georgetown,8b
38,North Dakota,ND,Hettinger,4a
49,Utah,UT,Grand,7a
49,Utah,UT,Tooele,6b
51,Virginia,VA,Hampton,8b
55,Wisconsin,WI,Buffalo,4b
51,Virginia,VA,Frederick,7a
54,West Virginia,WV,Lewis,6b
27,Minnesota,MN,Polk,4a
27,Minnesota,MN,Redwood,5a
47,Tennessee,TN,Fayette,8a
60,,,Swains Island,
22,Louisiana,LA,St. Charles,9b
05,Arkansas,AR,Poinsett,8a
12,Florida,FL,Gulf,9a
47,Tennessee,TN,Hamblen,7b
01,Alabama,AL,Chilton,8b
48,Texas,TX,Newton,9a
48,Texas,TX,Hockley,7b
13,Georgia,GA,Baldwin,8b
37,North Carolina,NC,Transylvania,7b
37,North Carolina,NC,Surry,7b
01,Alabama,AL,Coffee,8b
39,Ohio,OH,Shelby,6a
16,Idaho,ID,Canyon,7a
30,Montana,MT,Daniels,3b
12,Florida,FL,Leon,9a
40,Oklahoma,OK,Payne,7a
01,Alabama,AL,Covington,8b
18,Indiana,IN,Lawrence,6b
20,Kansas,KS,Gray,6b
21,Kentucky,KY,Casey,7a
21,Kentucky,KY,Metcalfe,7a
21,Kentucky,KY,Russell,7a
22,Louisiana,LA,Beauregard,9a
23,Maine,ME,Somerset,4b
40,Oklahoma,OK,Cimarron,6b
21,Kentucky,KY,Meade,7a
21,Kentucky,KY,Nelson,7a
21,Kentucky,KY,Owen,6b
29,Missouri,MO,Pemiscot,7b
31,Nebraska,NE,Nance,5b
55,Wisconsin,WI,Menominee,4b
48,Texas,TX,Panola,8b
21,Kentucky,KY,Bath,6b
48,Texas,TX,Anderson,8b
51,Virginia,VA,Caroline,7b
19,Iowa,IA,Sioux,5a
06,California,CA,Glenn,9b
29,Missouri,MO,St. Louis,7a
13,Georgia,GA,Fannin,7b
46,South Dakota,SD,Grant,4b
46,South Dakota,SD,Marshall,4a
53,Washington,WA,Thurston,8b
31,Nebraska,NE,Knox,5a
35,New Mexico,NM,Valencia,7a
30,Montana,MT,Prairie,4a
19,Iowa,IA,Allamakee,5a
48,Texas,TX,Cameron,10a
48,Texas,TX,Montgomery,9a
08,Colorado,CO,Las Animas,6a
48,Texas,TX,Llano,8b
48,Texas,TX,Mason,8b
37,North Carolina,NC,Clay,7b
36,New York,NY,Orange,6b
36,New York,NY,Schenectady,5b
54,West Virginia,WV,Mingo,7a
20,Kansas,KS,Wabaunsee,6b
27,Minnesota,MN,Houston,5a
21,Kentucky,KY,Nicholas,6b
25,Massachusetts,MA,Plymouth,6b
36,New York,NY,Bronx,7b
